Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
ERV3-19_PMaj-LTR 36 77	chr27	204055	204096	+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-3070.inc 576 981	chr27	946318	946740	-	423	0	0	1	0	0	0	0	0	0	0	0	0	0	0
strHab6-4782.inc 326 434	chr27	1320851	1320969	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 969 1047	chr27	1648334	1648405	+	72	0	0	0	0	0	1	0	1	0	0	0	0	0	0
TguERVL2_I-b_fAlb-int 571 642	chr27	2296371	2296447	-	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I-b_fAlb-int 572 642	chr27	2296876	2296949	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4299 4368	chr27	4027477	4027546	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 412 926	chr27	4799788	4800311	-	524	2	2	0	2	1	0	0	0	0	0	0	0	0	0
TguERVL2-Ld_I_corCor-int 2413 2465	chr27	4832888	4832939	+	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 354	chr27	5240731	5241083	+	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 31 112	chr27	5513543	5513622	+	80	5	2	21	11	21	6	6	3	11	0	2	15	6	13
droNovLTRL1_LTR 220 492	chr27	5607812	5607883	-	72	2	0	0	0	0	0	0	0	0	0	0	0	2	1
droNovLTRL1_LTR 1 219	chr27	5608054	5608108	-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 223 903	chr27;chr5	5812788;53645982	5813501;53646695	+;-	1428	1	2	0	6	2	6	6	1	3	0	0	0	0	0
ERV3-3_StHa-I 4268 4457	chr27	5959367	5959542	+	176	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TguLTR11-La_droNov_LTR 480 733	chr27	6012203	6012359	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 3412 3474	chr27	6210935	6210993	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 498	chr27	6283071	6283564	+	494	16	13	19	8	13	32	45	41	91	0	14	7	5	19
droNovLTRL2_LTR 975 1217	chr27	6283566	6283782	+	217	1	9	7	7	2	8	15	6	16	6	9	0	3	6
droNovLTRL3_LTR 730 849	chr27	6285122	6285238	-	117	2	5	5	3	2	8	11	18	28	4	0	2	0	4
droNovLTRL9_LTR 3 709	chr27	6292756	6293472	-	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 920 1035	chr27	6293807	6293911	-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 82 182	chr27	6316602	6316679	-	78	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ERV1-2_ACD-L_calAnn_LTR 222 271	chr27;chr27	6337495;6375109	6337543;6375157	-;-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 887 999	chr27;chr27	6342999;6380594	6343111;6380706	-;-	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 848	chr27;chr27	6343212;6380807	6343867;6381462	-;-	1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2321 2571	chr27;chr27	6344080;6381675	6344131;6381726	-;-	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS3-int 2971 3202	chr27;chr27	6344132;6381727	6344363;6381958	-;-	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1674 3087	chr27;chr27	6344832;6382427	6346219;6383814	-;-	2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 1744 2048	chr27;chr27	6346390;6383985	6346693;6384288	-;-	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 210 684	chr27;chr27	6347819;6385414	6348282;6385877	-;-	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 168 312	chr27;chr27;chr27;chr27	6351394;6388976;6816393;6815403	6351527;6389109;6816526;6815536	-;-;-;+	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 913	chr27	6370468	6371357	+	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1022 1195	chr27	6371354	6371529	+	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-12C_PMaj-I 4841 4924	chr27	6428079	6428162	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_LTR 1 418	chr27	6600812	6601231	+	420	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 381 419	chr27;chr27	6608843;6616484	6608881;6616522	+;+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3015 4045	chr27	6631755	6632795	-	1041	0	0	0	0	0	0	1	0	0	0	0	0	2	0
droNovLTRL12a_I 1636 3019	chr27	6634008	6635402	-	1395	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 137 430	chr27	6638821	6639128	+	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 5492 5716	chr27	6684392	6684620	+	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 744 877	chr27	6691484	6691611	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 482 874	chr27	6691662	6692027	-	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 471 755	chr27;chr7	6692304;30229567	6692583;30229822	+;+	536	10	2	8	3	6	0	0	2	0	0	0	2	2	8
Soprano-Lb_droNov_LTR 192 585	chr27	6704593	6705021	+	429	0	1	0	1	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1 249	chr27;chr27	6705022;6711651	6705269;6711898	+;+	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-int 704 839	chr27	6705600	6705726	+	127	0	1	0	0	0	1	2	0	0	0	0	0	0	0
strHab5-4831.inc 1341 1413	chr27	6705728	6705802	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 298 498	chr27	6706055	6706315	+	261	1	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-4831.inc 3867 5293	chr27	6707715	6709732	+	2018	0	0	1	0	1	0	0	0	0	0	0	0	0	0
strHab6-2525.inc 452 1161	chr27	6716314	6716696	-	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 180 346	chr27;chr27	6753437;6843303	6753600;6843466	+;-	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 6 872	chr27	6756570	6757357	-	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 539 705	chr27;chr3	6759815;89132880	6759985;89133059	-;+	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 269 624	chr27	6759982	6760322	-	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1038 1318	chr27;chr8	6761701;36939459	6761981;36939727	-;-	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 659 1037	chr27	6762028	6762368	-	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 535	chr27	6762362	6762923	-	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 5517 7775	chr28	1	2282	-	2282	0	0	0	0	0	1	0	1	1	0	0	0	0	0
droNovLTR4.inc 949 2859	chr28;chr28;chr3	2283;13298;4010232	4188;15198;4012138	-;-;-	5714	21	5	10	14	13	17	21	11	21	28	22	2	13	3
droNov5-3049.inc 1 1960	chr28	7337	9446	-	2110	0	0	0	1	0	2	1	1	7	0	0	0	0	0
droNovLTR4.inc 5517 7237	chr28	11580	13297	-	1718	8	1	3	0	2	14	11	16	27	1	1	1	1	0
droNovLTR4.inc 8273 8787	chr28	19041	19511	-	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 7526 8272	chr28	19607	20318	-	712	0	1	0	1	0	0	0	0	0	1	1	0	0	0
droNovLTRL1_LTR 179 522	chr28	92673	93003	+	331	3	1	0	0	1	1	1	3	1	1	1	0	0	0
ERV3-4_ACC-L_droNov_LTR 696 757	chr28	919736	919798	-	63	0	0	0	0	1	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1692 1737	chr28	2628024	2628069	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corCorLTRK8b 298 353	chr28	3489559	3489612	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 402 592	chr28	3532156	3532341	+	186	0	0	0	0	0	1	1	1	0	0	0	1	0	0
droNovLTRL1_LTR 383 522	chr28	3745306	3745342	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 259 382	chr28	3745553	3745582	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 5 169	chr28	3746643	3746809	-	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 503 768	chr28	3804779	3805028	+	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1240 1318	chr28	3855651	3855729	-	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 14 488	chr28	3953966	3954402	-	437	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL1_LTR 2 517	chr28	4977925	4978446	-	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 362 667	chr28	5050909	5051109	-	201	15	13	5	8	9	6	4	5	8	6	8	8	10	3
TguLTR11-La_droNov_LTR 369 887	chr28;chr5;chr7;chr7	5934674;47038437;2715221;2740221	5934811;47038577;2715358;2740358	-;+;+;-	555	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR7.inc 723 1339	chr28	5934844	5935422	-	579	1	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR8.inc 1307 1992	chr28	5936421	5937119	-	699	0	7	0	0	1	1	1	1	0	0	8	0	6	0
TguLTR11-La_droNov_LTR 221 557	chr28	5941893	5942238	-	346	0	0	0	0	0	1	0	0	0	0	1	0	0	0
droNovLTRL1_LTR 33 423	chr28	6162580	6162984	-	405	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR8.inc 1569 1992	chr28	6339120	6339558	-	439	0	4	0	0	0	0	0	0	0	0	0	2	0	0
droNovLTR6.inc 2995 4233	chr28	6339558	6340812	-	1255	1	0	0	0	0	0	0	0	0	0	2	2	0	0
TguLTR5b-Ld_lycPyr 1060 1315	chr28	6368268	6368524	+	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1030 1090	chr28	6368535	6368566	+	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1091 1613	chr28	6368845	6369112	+	268	0	0	0	0	0	0	0	0	0	2	0	0	0	0
droNovLTRL2_LTR 955 1048	chr3	86096	86189	-	94	0	0	2	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRL1g_I 3428 3467	chr3	130456	130498	-	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNov5-3049.inc 1243 1971	chr3	277976	278781	+	806	0	3	0	0	0	0	0	2	0	0	0	0	0	0
droNovLTRL2_LTR 1064 1316	chr3	533276	533477	+	202	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTR7.inc 852 1043	chr3	569065	569259	-	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 600 888	chr3	569070	569349	-	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 44 275	chr3	577583	577814	-	232	0	3	2	0	0	0	0	1	1	0	0	0	0	0
droNovLTR1b_LTR 384 559	chr3	771792	771968	-	177	0	0	0	0	3	0	0	1	0	0	0	0	0	0
droNovLTR1b_LTR 17 139	chr3	771980	772102	-	123	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 319 705	chr3	820894	821277	-	384	0	0	0	1	2	4	3	0	1	0	0	0	0	2
droNovLTRL2_LTR 294 624	chr3	821240	821540	+	301	0	0	1	0	0	1	1	0	1	0	0	0	0	0
droNovLTRL2_LTR 936 1256	chr3	821516	821838	+	323	1	1	0	0	1	0	3	1	2	0	0	0	2	0
droNovLTRL13a_LTR 1 417	chr3	864697	865048	-	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-13_PMaj-I 2436 2490	chr3	1145535	1145587	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 493 645	chr3	1177757	1177885	-	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 73 185	chr3	1177902	1178013	-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-4_Crp-Lb_ptiPar-int 628 720	chr3	1178004	1178093	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-5973.inc 3560 3629	chr3	1178185	1178254	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3056 4240	chr3	1178360	1179526	-	1167	0	8	0	0	0	0	0	0	0	0	0	2	0	0
droNov6-7889.inc 2656 2770	chr3	1179515	1179630	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 2412 2781	chr3	1179780	1180145	-	366	2	0	0	0	2	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 1522 2641	chr3	1181328	1182429	-	1102	4	0	0	0	0	0	0	0	0	0	0	1	0	0
droNov6-7889.inc 965 1201	chr3	1182459	1182694	-	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 125 661	chr3	1183087	1183579	-	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 191 455	chr3	1271759	1272000	-	242	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 2 115	chr3	1300602	1300706	+	105	77	20	15	22	16	8	5	5	4	0	0	14	56	21
droNovLTRL2_LTR 233 519	chr3	1300713	1300977	+	265	10	1	5	6	6	1	1	2	4	1	0	2	24	5
droNovLTRL5_LTR 280 705	chr3	1306181	1306599	-	419	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 315 494	chr3	1306537	1306713	+	177	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 207 632	chr3	1524204	1524604	+	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 555 642	chr3	1524619	1524704	+	86	0	0	0	0	0	1	0	0	0	0	0	0	0	0
astRotLTRK12 1338 1395	chr3	1828236	1828292	-	57	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 636 972	chr3	2589708	2590054	-	347	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TguERVK3a_I-int 2488 2535	chr3	2907267	2907317	-	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 782 815	chr3	3050397	3050430	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 816 1160	chr3	3050456	3050777	+	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 2 50	chr3	3088547	3088591	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS3-int 4884 5228	chr3;chr3	3088592;3169516	3088923;3169847	+;-	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 51 2545	chr3	3088924	3091164	+	2241	0	0	0	0	0	0	0	0	3	0	0	0	0	0
droNov6-3182.inc 2 2545	chr3;chr3;chr3;chr3	3101515;4570089;4583580;3154446	3104137;4572695;4586205;3157070	+;+;+;-	10481	1	0	0	0	0	0	0	0	3	0	4	0	0	0
Soprano-Lc_droNov_LTR 388 487	chr3	3141686	3141785	-	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 2 2643	chr3	3141869	3144583	-	2715	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 54 2545	chr3	3167282	3169515	-	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 2 53	chr3	3169848	3169892	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 382	chr3	3174336	3174718	+	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1260 1318	chr3	3452714	3452772	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2a8 1307 1341	chr3	3701232	3701265	-	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 154 526	chr3	3839856	3839905	-	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 954	chr3;chr3	3898801;4101620	3899755;4102577	+;-	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 1734 2332	chr3	3902790	3903385	-	596	0	0	0	0	0	0	1	0	0	0	0	0	0	0
strHab5-2680.inc 477 981	chr3	3903441	3904027	-	587	0	0	0	0	0	0	0	0	0	1	0	0	0	0
strHab5-2680.inc 4 476	chr3	3904550	3905096	-	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 3 7175	chr3	3913006	3917454	+	4449	3	7	1	0	2	0	0	0	0	3	0	0	0	0
Soprano-Lc_droNov_I-int 1 310	chr3	3919078	3919395	+	318	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TguLTRL4a-La_lycPyr.inc 1998 2089	chr3;chr3	3920347;4066781	3920436;4066870	-;-	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 7 590	chr3	3922511	3923083	+	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 227 453	chr3;chr3;chr3;chr3	3925615;4310432;4155012;4462109	3925840;4310659;4155238;4462335	-;-;+;+	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1022 1760	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	3930414;4048148;4417780;4532087;3950048;3989322;4359793;4403010;4456732;4512794	3931178;4048915;4418542;4532852;3950811;3990086;4360556;4403770;4457497;4513559	-;-;-;-;+;+;+;+;+;+	7648	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TguLTR5b-Lc_lycPyr 601 788	chr3	3931702	3931905	-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1501 1626	chr3	3937872	3937995	-	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2799 3413	chr3;chr3	3954386;4044249	3954986;4044849	-;+	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 171 248	chr3;chr3	3957627;4176238	3957647;4176258	+;+	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 249 475	chr3;chr3	3957871;4176482	3957927;4176538	+;+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Ld_lycPyr 1 1135	chr3;chr3	3969604;4550971	3970796;4552161	+;-	2384	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TguLTR5b-Lc_lycPyr 1021 1091	chr3;chr3;chr3	3970949;4482447;4494817	3970991;4482489;4494859	+;+;+	129	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1092 1669	chr3;chr3;chr3	3971270;4482768;4495138	3971612;4483109;4495480	+;+;+	1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 731 1252	chr3;chr3;chr3;chr3	3972368;4483870;4496236;4548867	3972899;4484402;4496766;4549398	-;-;-;+	2128	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 574 916	chr3;chr3;chr3;chr3	3972604;4484106;4496471;4548821	3972945;4484448;4496812;4549162	-;-;-;+	1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-602.inc 99 444	chr3;chr6	3972706;19887226	3973068;19887579	+;-	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4310 4357	chr3;chr3;chr3;chr3	3973133;4484636;4497000;4548586	3973180;4484683;4497047;4548633	-;-;-;+	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 54 289	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	3981543;4168029;4181586;4232499;4352021;4382414;4397558;4451457;4491125;4505043;4561817;4023476;4035866;4055214;4185730;4236654;4423735;4540391	3981761;4168247;4181804;4232716;4352239;4382632;4397777;4451675;4491344;4505261;4562034;4023694;4036084;4055432;4185947;4236872;4423953;4540609	+;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-	3941	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNov5-3049.inc 1 564	chr3	3994794	3995120	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 151 591	chr3	3995655	3996083	-	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 450 964	chr3	4008424	4009044	+	621	0	7	1	5	1	2	1	2	1	23	3	0	3	0
droNovLTR4.inc 5517 6709	chr3	4009047	4010231	-	1185	17	19	6	16	12	22	21	12	28	47	3	5	13	2
droNov5-3049.inc 1243 1819	chr3	4014510	4015104	-	595	0	0	0	0	0	1	0	0	0	0	1	0	0	0
droNov5-3049.inc 1 876	chr3;chr5	4015102;193470	4016144;194500	-;-	2074	6	0	0	1	2	3	10	2	0	0	2	1	2	0
droNovLTR8.inc 4329 4417	chr3	4017759	4017829	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1670 1992	chr3	4020472	4020807	-	336	0	0	0	0	1	0	0	0	0	0	0	2	0	0
droNovLTR7.inc 832 1412	chr3	4020812	4021386	-	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4376 4653	chr3	4021410	4021664	-	255	1	2	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 259 475	chr3	4027575	4027631	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 171 258	chr3	4027855	4027875	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lb_lycPyr 57 215	chr3	4031192	4031351	-	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Ld_lycPyr 601 818	chr3	4032640	4033133	-	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 170 452	chr3;chr3	4040627;4556375	4040910;4556658	-;+	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 714 818	chr3	4049408	4049511	-	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 433 727	chr3	4067676	4067951	-	276	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR7.inc 1 432	chr3	4068147	4068547	-	401	0	0	0	0	0	0	1	0	4	0	0	0	0	0
Soprano-Lc_droNov_I-int 2055 2548	chr3	4094593	4095086	-	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-4831.inc 1724 1844	chr3	4096657	4096778	+	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-1_GG-I 4732 5117	chr3	4099040	4099458	+	419	1	1	0	0	1	0	0	1	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 902 1160	chr3	4125898	4126097	-	200	1	0	0	0	1	0	0	0	0	0	0	0	2	0
TguLTR11-Lc_droNov_LTR 817 901	chr3;chr3	4126125;4317005	4126200;4317084	-;-	156	0	1	8	16	4	4	4	8	20	0	1	5	5	1
droNovLTRL2_LTR 198 625	chr3;chr3;chr3	4135847;4325793;4256327	4136264;4326210;4256745	-;-;+	1255	0	0	1	0	0	0	0	0	0	1	1	0	0	0
droNovLTRL11_LTR 1 386	chr3;chr3;chr3	4136263;4326209;4255941	4136650;4326596;4256328	-;-;+	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 1 105	chr3;chr3;chr3;chr3	4136658;4192646;4326604;4255831	4136760;4192748;4326706;4255933	-;-;-;+	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 19 248	chr3;chr3;chr3	4138937;4328880;4253460	4139134;4329077;4253657	+;+;-	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4321 4570	chr3;chr3;chr3;chr3	4139147;4195123;4329090;4253203	4139392;4195366;4329333;4253447	+;+;+;-	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 223 863	chr3;chr3	4139173;4252748	4139847;4253421	+;-	1349	0	0	0	3	0	1	1	0	5	1	0	0	1	0
TguLTRL4a-La_lycPyr.inc 2901 3354	chr3	4170999	4171497	+	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 1 205	chr3	4192432	4192638	-	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 19 183	chr3	4194946	4195110	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 591	chr3;chr3	4195149;4329116	4195549;4329517	+;+	803	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TguLTR5b-Ld_lycPyr 1327 2192	chr3	4211303	4212176	+	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 215 453	chr3	4215968	4216206	+	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 151 590	chr3;chr3;chr3;chr3;chr3	4218738;4367895;4522020;4307483;4438068	4219165;4368323;4522447;4307911;4438496	-;-;-;+;+	2143	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 227 452	chr3	4227863	4228080	+	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 3 723	chr3	4250989	4252582	-	1594	0	0	4	0	0	1	3	0	3	0	0	0	0	0
